Trf_Msg,Alpha_letters,Len_Of_Words,No_of_Chars,No_of_Sentences,No_of_digits,Num_chars,Special_chars,Target
well give co said one nighter persev found one cheap apologis advanc somewher sleep isnt,148,41,194,3,0,0,4,0
think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc,222,60,287,4,0,0,6,0
will go app class,29,8,37,1,0,0,1,0
hang brother famili,35,8,42,1,0,0,0,0
reach tell dont know,52,15,70,3,1,1,2,0
hey go quit soon xuhui work till end month,57,16,77,2,0,0,4,0
im sorri bout last nite ur fault spous pmt sumthin give think shldxxxx,85,26,115,3,1,1,3,0
tri neva mate,11,3,15,2,0,0,2,0
yeah pretti much best case scenario,40,10,49,1,0,0,1,0
free today haf pick parent tonit,38,11,53,1,1,1,3,0
hey babe far spun spk da mo dead da wrld sleep da sofa day,62,19,92,3,3,3,7,0
send naughti pix,24,6,33,2,0,0,3,0
winner guarante caller prize final attempt contact claim call ppmpobox bhamb xe,98,23,150,3,5,25,3,1
xma new year eve ticket sale club day till pm thur fri sat night week sell fast,115,31,157,2,2,3,8,1
tyler get th leav long get like hour,63,18,87,1,2,2,4,0
prepar pound everi night,28,6,36,1,0,0,3,0
actual mobil full msg work onlin need send lt gt sent msg wil explain later,96,29,134,2,0,0,9,0
sorri call later,17,5,22,1,0,0,2,0
good even,20,5,26,2,0,0,2,0
home pleas call,18,6,24,2,0,0,2,0
oic co si got lunch today dad went dunno whether eat sch wat,68,22,97,1,1,1,6,0
mmmmm sooooo good wake word morn love mmmm fuck love lion devour kiss across sea,108,28,153,2,0,0,15,0
pleas inform applic airtel broadband process success instal happen within day,116,20,139,2,1,1,2,0
happen dear silent tens,35,9,45,3,0,0,2,0
get unless guy want come time sooner,52,15,69,1,1,1,2,0
cough noth,33,8,40,1,0,0,0,0
come lt pass lar,18,7,30,1,1,2,0,0
person sm survey,28,10,40,1,0,0,5,0
lol ok ill tri send warn sprint dead slow prolli get tomorrow,65,18,84,3,0,0,3,0
thank meet monday,21,5,25,1,0,0,0,0
th gower mate man good wale ill back morrow wk msg random,94,32,140,6,1,1,8,0
rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd yt per day stop cancel,89,26,152,5,8,27,8,1
singl line big mean miss anyth ur best life,50,12,73,1,1,1,10,0
got like lt gt get later though get whatev feel like,60,17,85,2,0,0,8,0
dad want talk apart got late start omw,54,15,69,1,0,0,1,0
love,15,5,23,1,0,0,3,0
lol still feel sick,20,5,25,1,0,0,1,0
din tell ju,15,6,24,1,1,3,0,0
eye philosophi,24,7,30,1,0,0,0,0
next month get upto call ur standard network charg activ call wire net st term pobox uz cost min mobcudb,105,25,162,1,12,25,3,1
ok lor town lei,19,8,28,2,0,0,3,0
alreadi sabarish ask go,32,9,43,1,0,0,4,0
da vijay go talk jaya tv,28,9,39,3,0,0,2,0
urgent tri contact today draw show prize guarante call land line claim po box pm,102,27,157,5,5,23,4,1
lol know hey someon great inperson flea forum love,64,17,83,3,0,0,3,0
text banneduk see cost textoper ga xxx,42,11,68,2,4,13,2,1
still chanc search hard get let tri,54,15,73,2,0,0,5,0
auction round highest bid next maximum bid bid send bid bid good luck,76,22,133,3,6,14,10,1
alway celebr ny famili,37,9,47,1,0,0,2,0
know taj mahal symbol love lesser known fact mumtaz shahjahan th wife wife shahjahan kill mumtaz husband marri mumtaz die lt gt th deliveri marri mumtaz sister question aris hell love great hari,234,57,322,7,6,6,24,0
ok come home vl nice meet chat,42,15,59,1,0,0,4,0
collect valentin weekend pari inc flight hotel prize guarante text pari www rtf sphost com,95,20,134,2,2,8,10,1
sent de webadr gete salari slip,35,8,42,1,0,0,0,0
fine send greet,25,6,31,2,0,0,2,0
custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc mtmsg,97,24,145,3,5,15,8,1
dint touch,23,7,30,1,0,0,1,0
yup leav right back soon,28,7,36,1,0,0,2,0
believ true incred txt repli learn truli amaz thing blow mind fwd txt,113,32,149,4,2,3,7,1
yeah sure leav min,22,8,29,1,0,0,1,0
one teach ship car,45,14,59,1,0,0,1,0
sign matur start say big thing actual start understand small thing nice even bslvyl,120,27,154,1,0,0,8,0
yeah confirm stay weekend,39,8,47,1,0,0,0,0
said dun haf passport smth like dat juz send email account,60,16,87,1,0,0,4,0
multipli number independ count decim point divis push decim place like show,104,20,126,1,0,0,3,0
love night wake see messag hope smile know great morn,100,27,128,2,0,0,2,0
ard lor,6,2,12,1,1,1,3,0
right meanwhil project twin comin,43,10,53,2,0,0,2,0
sent maga money yesterday oh,33,8,41,1,0,0,1,0
hi ibh custom loyalti offer new nokia mobil txtauction txt word start get,90,22,143,1,5,23,7,1
heart empti without love mind empti without wisdom eye empti without dream amp life empti without frnd alwi touch good night amp sweet dream,135,31,176,2,0,0,11,0
hot horni will live local text repli hear strt back per msg netcollex ltdhelpdesk repli stop end,108,30,155,1,2,14,2,1
ride equal unev mani peski cyclist around time night,77,17,99,1,0,0,4,0
free give otherwis nalla adi entey nattil kittum,58,14,72,2,0,0,2,0
sent wife text buy tell relax go get wkend,92,28,123,4,0,0,6,0
escap theatr go watch kavalan minut,53,14,69,3,0,0,2,0
much would cost hire hitman,31,9,39,1,0,0,0,0
anyth lor,12,3,17,1,0,0,3,0
sorri call later,17,5,22,1,0,0,2,0
want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call,105,24,157,2,4,21,3,1
huh cant go ur hous empti hand right,36,10,48,1,1,1,1,0
good morn princess happi new year,31,6,38,2,0,0,2,0
congratul winner august prize draw call prize code,71,17,115,4,3,19,6,1
aight head,22,8,30,1,0,0,2,0
wat busi wif work,28,9,38,2,0,0,2,0
know mood today,20,6,25,1,0,0,0,0
jay told alreadi,22,6,28,1,0,0,1,0
cp caus outag conserv energi,38,8,46,1,0,0,1,0
sure check happen around area,57,15,72,1,0,0,2,0
hey morn come ask pa,28,8,41,1,0,0,6,0
jordan got vote last nite,25,6,31,1,0,0,1,0
mean got epi fine,42,15,59,2,0,0,5,0
idea,22,7,28,1,0,0,0,0
pl come quick cant bare,24,6,30,1,0,0,1,0
joy father john john joy father an th hav lt gt iq ti ia question tri answer,88,29,131,4,0,0,11,0
call unabl cal let meet bhaskar deep,41,12,55,3,0,0,3,0
meet librari,24,8,32,2,0,0,2,0
roommat also want dubsack anoth friend may also want plan bring extra tell know sure,109,28,138,1,0,0,3,0
depend individu lor hair dresser say pretti parent say look gong kaypoh also dunno wat collect,99,23,125,2,0,0,4,0
ok,7,3,13,1,0,0,1,0
enjoy watch play footbal basketbal anyth outdoor,67,12,81,3,0,0,3,0
pleas ask macho price rang want someth new use plu interfu blackberri bold lt gt bb,118,31,155,1,0,0,6,0
sorri sent blank msg yup tri seriou studi,58,13,74,2,1,1,2,0
hey check da list da,25,8,34,2,0,0,2,0
alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,106,29,166,3,7,24,4,1
meant apolog text get drug lt gt night,61,19,84,1,0,0,5,0
mean februari april get place stay hustl back forth audit season sinc sister move away harlem,151,39,190,1,0,0,3,0
goin workout lor muz lose fat,28,8,42,1,0,0,6,0
damn poor zac stand chanc,29,8,37,1,0,0,2,0
messag responc happend,30,6,38,1,0,0,5,0
want tel one thing mistak messag sent,66,20,87,1,0,0,2,0
yeah right bring tape measur fri,33,9,43,2,0,0,3,0
still chanc search hard get let tri,54,15,73,2,0,0,5,0
meet work tel shall work tomorrow,47,14,65,4,0,0,3,0
head straight,30,7,36,1,0,0,0,0
get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box wx,109,27,157,2,5,16,3,1
thank princess sexi,28,7,38,2,0,0,4,0
oooh got plenti,21,6,27,1,0,0,1,0
hui xin da lib,15,6,21,1,0,0,1,0
big differ lt gt versu lt gt everi lt gt hr,43,13,73,2,0,0,16,0
make cri stuff happen top everyth els push edg underdtand often cri sorri sorri life,146,41,191,3,0,0,8,0
babe feel let get tri cheer fit soo muchxxlov locaxx,76,21,104,1,2,2,7,0
know hook mean right,27,7,34,1,0,0,1,0
custom servic announc recent tri make deliveri unabl pleas call schedul ref,106,24,152,3,2,18,5,1
wat da model num ur phone,23,8,31,1,0,0,2,0
realli skateboard despit fact get thrown wind bandag shit arm everi five minut,125,30,154,1,0,0,1,0
stop club tone repli stop mix see tone com enjoy html term club tone cost gbp week mfl,95,24,128,4,2,3,11,1
hous sky quit dark liao rain got excus run alreadi rite hee,70,18,98,1,1,1,9,0
sorri left phone upstair ok might hectic would bird one fell swoop date,81,22,107,3,0,0,6,0
thought see,19,6,27,1,0,0,3,0
wamma get laid want real doggin locat sent direct mobil join uk largest dog network txt dog nyt ec lp msg,111,27,156,5,5,10,9,1
carlo say pick later yeah set,46,14,59,1,0,0,1,0
hey babe friend cancel still visit,42,12,57,1,0,0,3,0
per request maangalyam alaipayuth set callertun caller press copi friend callertun,108,21,136,2,1,1,6,0
hmm ill think ok forgiven,40,12,56,2,0,0,6,0
hope get away langport still town tonight,58,15,77,2,1,1,3,0
want send virtual hug need one,31,10,44,2,0,0,4,0
probabl still go stuff,38,8,46,1,0,0,1,0
issu right ill fix tomorrow,41,11,53,2,0,0,2,0
come peopl,26,7,32,1,0,0,0,0
senthil group compani apnt pm,25,5,31,1,1,1,1,0
oh realli make air talent,40,12,55,3,0,0,5,0
studi free next weekend,31,8,40,2,0,0,3,0
yet wear blue shirt black pant,38,12,51,2,0,0,3,0
wait come lt gt min,23,8,39,1,0,0,10,0
reach ur home lt gt minut,29,9,43,1,0,0,5,0
well great weekend,28,7,35,1,0,0,1,0
langport sorri probabl bed pm suck ill xma go sri lanka,98,29,133,4,2,2,6,0
frnd juz word mere relationship silent promis say wherevr whenevr forevr gudnyt dear,108,26,160,1,0,0,26,0
huh also mani mistak,36,8,48,3,1,1,3,0
ha ju ate honey ar sweet,23,8,37,2,0,0,7,0
turn phone mom tell everyon cancer sister stop call hurt talk put see get home love,126,38,169,7,0,0,9,0
honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym,93,22,135,7,0,0,13,0
thank love rock,26,7,33,2,0,0,1,0
yeah imma come caus jay want drug,42,11,52,1,0,0,0,0
ok thanx take care,19,5,29,1,0,0,6,0
yup thk oso bore wat,21,7,29,2,0,0,2,0
came look flat seem ok away alot wiv work got woman come,68,21,103,3,3,5,7,0
moji inform save live thank,44,10,55,2,0,0,2,0
nokia get win free auction take part send nokia hg suit land row jhl,100,30,150,4,6,16,7,1
who class,17,5,24,1,0,0,3,0
hey still onlin finish format,39,9,54,2,0,0,5,0
great attract brotha,34,8,43,2,0,0,2,0
promot number ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,110,24,179,4,7,32,7,1
stupid possibl,20,4,23,1,0,0,1,0
cant pick phone right pl send messag,40,11,51,2,0,0,1,0
lol happen vega stay vega,33,8,40,1,0,0,0,0
hello hello hi lou sorri took long repli left mobil friend lancast got bak neway im sorri make ur day hun,113,32,155,1,2,2,5,0
use soc use home dunno type word ar,52,18,83,1,1,1,9,0
dad say hurri hell,21,6,26,1,0,0,0,0
wake lt gt morn,23,8,38,1,0,0,7,0
get class bsn like lt gt minut know advis,58,17,82,1,0,0,7,0
great shoot big load get readi,29,8,38,2,0,0,2,0
meet lobbi,20,7,26,1,0,0,1,0
still come tonight,21,4,25,1,0,0,1,0
happen dear tell,20,5,24,1,0,0,0,0
sir wait call free pleas call,44,12,58,1,0,0,3,0
movi laptop,36,11,46,1,0,0,0,0
text finish long time ago shower er ything,69,20,90,2,0,0,3,0
ok im sure time finish tomorrow wan na spend even co would vewi vewi lubli love xxx,101,27,128,2,0,0,1,0
hello per request lt gt rs transfer,49,13,70,1,1,1,7,0
tirupur call da,21,7,30,2,0,0,2,0
winner special select receiv cash award speak live oper claim call pm cost,102,27,159,3,5,23,3,1
luck catch put,31,9,44,1,1,1,5,0
noe specifi da domain nusstu still sch,43,12,69,1,0,0,9,0
oh ask fun haha take care,26,8,42,3,0,0,8,0
shall get pouch,16,5,21,1,0,0,1,0
hey loverboy love tell look pictur ach feel leg fuck want need crave,105,32,158,3,0,0,16,0
boy sweet word left morn sigh goe day love start studi,89,24,127,3,0,0,12,0
kent vale lor wait ar,24,7,39,1,1,1,4,0
ok good make money,36,9,47,2,0,0,3,0
read gud habit nan bari hudgi yorg pataistha ertini kano,51,10,65,1,0,0,5,0
aight still want get money,29,8,36,1,0,0,0,0
free top rington sub weekli rington get st week free send subpoli per week stop sm,74,18,114,1,4,18,7,1
ok ok ok what ur today plan,27,8,36,1,0,0,5,0
town import,28,8,37,2,0,0,2,0
sorri pa dont knw ru pa,22,8,31,1,0,0,2,0
wat,14,4,18,1,0,0,1,0
meet rite go home lor dun feel like comin ok,59,20,86,2,0,0,4,0
oh get paid outstand one commerci hasbro august made us jump mani hoop get paid still,121,32,159,4,0,0,8,0
late call tomorrow morn take care sweet dream ummifi bye,68,17,92,1,0,0,13,0
network technic support associ,35,4,39,1,0,0,1,0
gon na rip uteru,21,7,28,1,0,0,2,0
cool like swim pool jacuzzi hous,50,14,66,3,0,0,3,0
thank rington order refer number mobil charg tone arriv pleas call custom servic colour red text colour txtstar,144,28,197,2,4,16,12,1
yeah gang readi,27,8,35,1,0,0,1,0
blank blank wat blank lol,28,8,37,3,0,0,2,0
movi collect car oredi,25,8,38,1,0,0,7,0
left alreadi orchard,27,7,34,1,0,0,1,0
hi night ur lucki night uve invit xchat uk wildest chat txt chat msgrcvdhg suit land row hl ldn yr,106,28,156,4,9,18,10,1
noth spl wat abt whr ru,25,8,34,1,0,0,3,0
chikku nt yet ya free,21,8,30,1,0,0,3,0
aldrin rakhesh ex rtm pl call urgent,36,8,45,1,0,0,4,0
search happi main sourc unhappi accept life way come find happi everi moment live,106,25,137,3,2,2,3,0
home pleas call,18,6,24,2,0,0,2,0
guess could good excus lol,38,12,51,1,0,0,2,0
frnd neces life imagin urself witout frnd hw feel ur colleg wat wth ur cell wat abt function thnk abt event esp care miss amp irrit wrd dear love frnd wthout cant live jst takecar goodmorn,217,58,293,6,1,1,23,0
gud mrng dear hav nice day,22,7,28,1,0,0,0,0
old orchard near univ,29,7,37,2,0,0,2,0
taco raja burrito right,22,4,33,1,2,2,3,0
get ok,18,8,33,1,1,1,2,0
how street end librari walk,39,10,49,1,0,0,1,0
plz note anyon call mobil co amp ask type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia motorola verifi cnn ibn,186,54,263,4,0,0,23,0
stop get ice cream go back,40,11,50,1,0,0,0,0
stitch trouser,22,5,26,1,0,0,0,0
da vijay go talk jaya tv,28,9,39,3,0,0,2,0
tf,3,2,13,1,4,8,1,1
hey bore think wat,37,15,58,1,0,0,9,0
nah wednesday bring mini cheeto bag,49,11,62,2,0,0,3,0
nobodi name peni girl name stori add,56,15,70,1,0,0,1,0
aight let know gon na around usf,39,11,50,1,0,0,2,0
lip sync shangela,29,8,38,2,0,0,3,0
neva tell noe home da aft wat,38,15,62,1,0,0,7,0
bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care forevr goodfriend,113,36,152,1,0,0,4,0
dear voucher holder claim st class airport loung pass use holiday voucher call book quot st class,107,22,147,1,5,15,1,1
buzz hey love think hope day goe well sleep miss babe long moment togeth love smile,117,33,158,6,0,0,8,0
haha sound crazi dunno tahan anot,32,7,45,1,0,0,7,0
earli,16,6,22,1,0,0,1,0
ya one slow poo,20,7,26,1,0,0,0,0
bloomberg messag center wait appli futur http career bloomberg com,70,13,101,3,1,12,8,1
im gloucesterroad uup later,35,8,47,1,0,0,5,0
ye tv alway avail work place,37,9,48,1,0,0,4,0
ye place town meet excit adult singl uk txt chat msg,75,22,109,4,2,8,5,1
lol ouch wish stay bit longer,37,12,48,1,0,0,1,0
god ask forgiv littl child gave love repli,52,11,67,1,0,0,5,0
join lt gt bu,18,7,30,1,0,0,6,0
ask keep one mayb get messag sent glo,84,25,110,3,0,0,4,0
free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox wq norm tone,105,31,158,2,8,19,6,1
send lt gt min,19,8,34,1,0,0,8,0
would smoke help us work difficult time,54,12,65,1,0,0,0,0
someon know ask date servic contact cant guess call reveal pobox xy,91,23,137,4,5,17,4,1
ye mum lookin strong,18,4,23,1,0,0,3,0
sir goodmorn free call,28,6,35,1,0,0,2,0
call,17,5,22,1,0,0,1,0
gr see messag leav congrat dear school wat ur plan,72,20,96,4,1,1,4,0
love girl offic may wonder smile sore,57,15,75,2,0,0,4,0
hi wlcome back wonder got eaten lion someth noth much,63,16,81,1,0,0,3,0
uncl timi help clear car,31,7,37,1,0,0,0,0
came hostel go sleep plz call class hrishi,53,15,71,4,0,0,4,0
ok bag,13,4,21,1,0,0,5,0
hi spoke maneesha like know satisfi experi repli toll free ye,97,26,126,3,0,0,5,0
ok lor msg call,16,7,25,2,1,1,2,0
mila age blond new uk look sex uk guy like fun text mtalk pp txt st free increment help,90,27,159,7,9,27,12,1
fishrman woke earli mrng dark wait amp found sack ful stone strtd throwin thm sea pass time atlast ju stone sun rose amp found tht nt stone diamond moral dont wake earli mrng good night,222,62,302,6,3,3,16,0
claim shop spree call mobstorequiz ppm,55,12,86,3,3,16,3,1
ur physic get,17,5,23,1,0,0,2,0
dear friend sorri late inform today birthday love ar praveesh detail log face book see number lt gt dont miss delici treat,150,36,198,5,0,0,13,0
go send,21,8,32,1,0,0,1,0
onlin transact,25,5,30,1,0,0,1,0
dear got train seat mine lower seat,32,8,39,1,0,0,0,0
let know need anyth els salad desert someth mani beer shall get,75,19,98,2,0,0,5,0
wat,10,4,14,1,0,0,1,0
whore unbeliev,23,4,27,1,0,0,1,0
want funk ur fone weekli new tone repli tone text www rington co uk origin best tone gbp network oper rate appli,120,30,155,3,3,3,6,1
sure mean get,28,9,37,1,0,0,2,0
love know feel make belli warm wish love shall meet dream ahmad ador kiss,108,31,157,5,0,0,16,0
twink bear scalli skin jock call miss weekend fun call min stop text call nat rate,97,25,156,4,4,25,11,1
